transaction_id,timestamp,sender_id,sender_account,receiver_id,receiver_account,amount,transaction_type,status,notes,receiver_ammount,date,hour,day_of_week,is_odd_hours,amount_category
TXN_000613,2026-02-25 14:11:26.435864,USER_0067,9421047095214562,MULE_0015,,1506024.67,Transfer,success,,6691251778528922,2026-02-25,14,Wednesday,False,Besar
TXN_000774,2026-02-25 14:19:26.435864,USER_0054,8742967175655125,MULE_0011,,1127201.1,Transfer,success,Kerjasama,1928565431027868,2026-02-25,14,Wednesday,False,Besar
TXN_000694,2026-02-25 14:40:26.435864,MULE_0009,5705964016582029,CRIMINAL_BOSS,,9930843.27,Transfer,success,,MASTER_6698490277038430,2026-02-25,14,Wednesday,False,Besar
TXN_000628,2026-02-25 14:46:26.435864,USER_0003,1615594078161849,MULE_0008,,953421.45,Transfer,success,,6928451154479627,2026-02-25,14,Wednesday,False,Besar
TXN_000609,2026-02-25 15:01:26.435864,USER_0025,1607337543303654,MULE_0003,,1856005.09,Transfer,success,,6095396218518888,2026-02-25,15,Wednesday,False,Besar
TXN_000546,2026-02-25 15:47:26.435864,USER_0086,8851606071596966,MULE_0013,,1458872.29,Transfer,success,Transfer,5518844225831323,2026-02-25,15,Wednesday,False,Besar
TXN_000708,2026-02-25 16:47:26.435864,MULE_0013,5518844225831323,CRIMINAL_BOSS,,4921267.36,Transfer,success,,MASTER_6698490277038430,2026-02-25,16,Wednesday,False,Besar
TXN_000558,2026-02-25 17:09:26.435864,MULE_0014,7058957829114678,MULE_0012,,7822571.5,Transfer,success,Transfer,1447394731217271,2026-02-25,17,Wednesday,False,Besar
TXN_000741,2026-02-25 19:18:26.435864,USER_0046,7498941343524082,MULE_0007,,1094377.91,Transfer,success,Transfer,1566765277584161,2026-02-25,19,Wednesday,False,Besar
TXN_000043,2026-02-25 22:41:26.435864,USER_0047,84271094777520,USER_0060,3396360576627028.0,3365678.13,Purchase,success,Pembayaran,,2026-02-25,22,Wednesday,False,Besar
TXN_000218,2026-02-26 01:53:26.435864,USER_0054,8742967175655125,USER_0097,5379473834735977.0,2110470.16,Purchase,success,,,2026-02-26,1,Thursday,True,Besar
TXN_000082,2026-02-26 04:57:26.435864,USER_0032,2870831727889579,USER_0047,84271094777520.0,1412011.91,Purchase,success,Pembayaran,,2026-02-26,4,Thursday,True,Besar
TXN_000460,2026-02-26 05:16:26.435864,USER_0004,9310341316475255,USER_0020,8384251354278498.0,756425.08,Purchase,success,Pembayaran,,2026-02-26,5,Thursday,False,Besar
TXN_000167,2026-02-26 08:56:26.435864,USER_0045,6855744431351823,USER_0026,4586850142940196.0,882634.44,Payment,success,Belanja,,2026-02-26,8,Thursday,False,Besar
TXN_000428,2026-02-26 11:31:26.435864,USER_0023,1280598262045053,USER_0093,5546659051518644.0,1301071.8,Transfer,success,,,2026-02-26,11,Thursday,False,Besar
TXN_000245,2026-02-26 11:56:26.435864,USER_0038,1708053100330923,USER_0028,1595148465648236.0,2519513.47,Purchase,success,,,2026-02-26,11,Thursday,False,Besar
TXN_000247,2026-02-26 12:29:26.435864,USER_0064,1969379237474074,USER_0087,1605297516136968.0,2741100.58,Transfer,success,Hutang,,2026-02-26,12,Thursday,False,Besar
TXN_000714,2026-02-26 13:53:26.435864,USER_0092,8207151820377889,MULE_0007,,975852.22,Transfer,success,Kerjasama,1566765277584161,2026-02-26,13,Thursday,False,Besar
TXN_000661,2026-02-26 13:55:26.435864,USER_0066,9440640909743953,MULE_0006,,1242311.48,Transfer,success,Transfer,3054868740345054,2026-02-26,13,Thursday,False,Besar
TXN_000079,2026-02-26 14:40:26.435864,USER_0005,4192832764835030,USER_0046,7498941343524082.0,2041213.49,Transfer,success,,,2026-02-26,14,Thursday,False,Besar
TXN_000640,2026-02-26 15:20:26.435864,MULE_0002,369711798089324,CRIMINAL_BOSS,,9526881.4,Transfer,success,,MASTER_6698490277038430,2026-02-26,15,Thursday,False,Besar
TXN_000760,2026-02-26 15:54:26.435864,MULE_0013,5518844225831323,CRIMINAL_BOSS,,3682190.36,Transfer,success,,MASTER_6698490277038430,2026-02-26,15,Thursday,False,Besar
TXN_000491,2026-02-26 16:02:26.435864,MULE_0004,8067065405153195,CRIMINAL_BOSS,,5078716.54,Transfer,success,,MASTER_6698490277038430,2026-02-26,16,Thursday,False,Besar
TXN_000535,2026-02-26 16:57:26.435864,USER_0026,4586850142940196,MULE_0012,,684949.55,Transfer,success,Kerjasama,1447394731217271,2026-02-26,16,Thursday,False,Besar
TXN_000369,2026-02-26 17:10:26.435864,USER_0008,6697848018451462,USER_0007,9696532871012268.0,1152397.29,Purchase,success,Pembayaran,,2026-02-26,17,Thursday,False,Besar
TXN_000748,2026-02-26 17:17:26.435864,USER_0066,9440640909743953,MULE_0006,,246038.29,Transfer,success,Investasi,3054868740345054,2026-02-26,17,Thursday,False,Kecil
TXN_000634,2026-02-26 17:27:26.435864,MULE_0001,9010432898614341,CRIMINAL_BOSS,,9365875.29,Transfer,success,,MASTER_6698490277038430,2026-02-26,17,Thursday,False,Besar
TXN_000187,2026-02-26 18:01:26.435864,USER_0047,84271094777520,USER_0058,6773782639821465.0,3339318.62,Purchase,success,Belanja,,2026-02-26,18,Thursday,False,Besar
TXN_000234,2026-02-26 18:43:26.435864,USER_0074,2904228421020539,USER_0018,9136193990916998.0,830196.12,Purchase,success,,,2026-02-26,18,Thursday,False,Besar
TXN_000215,2026-02-26 19:35:26.435864,USER_0099,1247826137506068,USER_0013,8347382997376311.0,2890865.91,Purchase,success,,,2026-02-26,19,Thursday,False,Besar
TXN_000004,2026-02-26 20:18:26.435864,USER_0096,8880592962229270,USER_0087,1605297516136968.0,1548981.8,Purchase,success,Pembayaran,,2026-02-26,20,Thursday,False,Besar
TXN_000315,2026-02-26 22:07:26.435864,USER_0059,449972787558867,USER_0039,7193745299124190.0,1545618.2,Purchase,success,Belanja,,2026-02-26,22,Thursday,False,Besar
TXN_000244,2026-02-27 00:06:26.435864,USER_0047,84271094777520,USER_0004,9310341316475256.0,4422947.8,Transfer,success,,,2026-02-27,0,Friday,True,Besar
TXN_000435,2026-02-27 02:46:26.435864,USER_0075,240268117758917,USER_0088,6453521818835523.0,3413921.89,Payment,success,Belanja,,2026-02-27,2,Friday,True,Besar
TXN_000108,2026-02-27 03:43:26.435864,USER_0052,249947174648877,USER_0024,1586923226025634.0,1896605.34,Payment,success,Pembayaran,,2026-02-27,3,Friday,True,Besar
TXN_000246,2026-02-27 03:46:26.435864,USER_0047,84271094777520,USER_0029,2994680443699577.0,2125212.36,Purchase,success,,,2026-02-27,3,Friday,True,Besar
TXN_000354,2026-02-27 05:41:26.435864,USER_0058,6773782639821465,USER_0042,7694531473799650.0,544054.13,Transfer,success,Hutang,,2026-02-27,5,Friday,False,Besar
TXN_000129,2026-02-27 06:47:26.435864,USER_0027,5698169340608835,USER_0089,2432921277997995.0,363172.39,Payment,success,Hutang,,2026-02-27,6,Friday,False,Kecil
TXN_000213,2026-02-27 07:42:26.435864,USER_0034,5581223623166587,USER_0058,6773782639821465.0,1351600.77,Purchase,success,Belanja,,2026-02-27,7,Friday,False,Besar
TXN_000347,2026-02-27 11:16:26.435864,USER_0009,482814893252880,USER_0050,3341232812067974.0,3518595.41,Payment,success,,,2026-02-27,11,Friday,False,Besar
TXN_000021,2026-02-27 11:21:26.435864,USER_0067,9421047095214562,USER_0056,385977034824771.0,3074663.55,Transfer,success,Belanja,,2026-02-27,11,Friday,False,Besar
TXN_000007,2026-02-27 11:51:26.435864,USER_0019,4353462475107991,USER_0060,3396360576627028.0,3846447.05,Payment,success,,,2026-02-27,11,Friday,False,Besar
TXN_000091,2026-02-27 15:51:26.435864,USER_0019,4353462475107991,USER_0083,5459910229014767.0,4688940.83,Purchase,success,Belanja,,2026-02-27,15,Friday,False,Besar
TXN_000273,2026-02-27 15:58:26.435864,USER_0040,9663193149190586,USER_0007,9696532871012268.0,1342582.16,Transfer,success,Pembayaran,,2026-02-27,15,Friday,False,Besar
TXN_000310,2026-02-27 16:02:26.435864,USER_0094,5192546291486528,USER_0097,5379473834735977.0,295772.66,Purchase,success,Pembayaran,,2026-02-27,16,Friday,False,Kecil
TXN_000543,2026-02-27 16:18:26.435864,USER_0063,4005045562386922,MULE_0010,,230081.51,Transfer,success,,7021355690927557,2026-02-27,16,Friday,False,Kecil
TXN_000040,2026-02-27 16:56:26.435864,USER_0097,5379473834735977,USER_0067,9421047095214562.0,4778802.9,Transfer,success,Belanja,,2026-02-27,16,Friday,False,Besar
TXN_000747,2026-02-27 18:43:26.435864,MULE_0011,1928565431027868,CRIMINAL_BOSS,,6431011.55,Transfer,success,,MASTER_6698490277038430,2026-02-27,18,Friday,False,Besar
TXN_000160,2026-02-27 18:49:26.435864,USER_0081,1493689980940244,USER_0009,482814893252880.0,1897865.05,Transfer,success,Belanja,,2026-02-27,18,Friday,False,Besar
TXN_000547,2026-02-27 19:01:26.435864,USER_0041,1850671657262849,MULE_0014,,512657.36,Transfer,success,Kerjasama,7058957829114678,2026-02-27,19,Friday,False,Besar
TXN_000529,2026-02-27 19:18:26.435864,MULE_0001,9010432898614341,CRIMINAL_BOSS,,2850266.93,Transfer,success,,MASTER_6698490277038430,2026-02-27,19,Friday,False,Besar
TXN_000633,2026-02-27 19:25:26.435864,USER_0060,3396360576627028,MULE_0001,,1948502.47,Transfer,success,Kerjasama,9010432898614341,2026-02-27,19,Friday,False,Besar
TXN_000278,2026-02-27 22:44:26.435864,USER_0036,7346706562729806,USER_0059,449972787558867.0,295695.44,Purchase,success,Belanja,,2026-02-27,22,Friday,False,Kecil
TXN_000094,2026-02-28 00:01:26.435864,USER_0097,5379473834735977,USER_0045,6855744431351823.0,2588441.87,Payment,success,Belanja,,2026-02-28,0,Saturday,True,Besar
TXN_000300,2026-02-28 00:31:26.435864,USER_0041,1850671657262849,USER_0067,9421047095214562.0,2483515.11,Purchase,success,Pembayaran,,2026-02-28,0,Saturday,True,Besar
TXN_000321,2026-02-28 00:36:26.435864,USER_0061,1718702621745961,USER_0031,3791769367632016.0,2121900.15,Payment,success,,,2026-02-28,0,Saturday,True,Besar
TXN_000127,2026-02-28 05:02:26.435864,USER_0057,9324808613171274,USER_0029,2994680443699577.0,3906887.07,Purchase,success,Pembayaran,,2026-02-28,5,Saturday,False,Besar
TXN_000009,2026-02-28 05:42:26.435864,USER_0084,6438156149784036,USER_0037,1627204653755646.0,3458637.18,Transfer,success,Belanja,,2026-02-28,5,Saturday,False,Besar
TXN_000051,2026-02-28 06:19:26.435864,USER_0085,343244510762268,USER_0093,5546659051518644.0,2739337.39,Payment,success,Pembayaran,,2026-02-28,6,Saturday,False,Besar
TXN_000175,2026-02-28 09:55:26.435864,USER_0084,6438156149784036,USER_0053,9065940139904902.0,4764366.86,Purchase,success,,,2026-02-28,9,Saturday,False,Besar
TXN_000470,2026-02-28 11:34:26.435864,USER_0062,8657809134316117,USER_0042,7694531473799650.0,2741468.56,Payment,success,,,2026-02-28,11,Saturday,False,Besar
TXN_000424,2026-02-28 13:34:26.435864,USER_0090,2717744905814770,USER_0032,2870831727889579.0,4575136.14,Purchase,success,,,2026-02-28,13,Saturday,False,Besar
TXN_000587,2026-02-28 13:39:26.435864,MULE_0008,6928451154479627,MULE_0005,,829297.57,Transfer,success,Transfer,2058527722170430,2026-02-28,13,Saturday,False,Besar
TXN_000208,2026-02-28 14:05:26.435864,USER_0086,8851606071596966,USER_0083,5459910229014767.0,3663293.97,Transfer,success,,,2026-02-28,14,Saturday,False,Besar
TXN_000678,2026-02-28 14:13:26.435864,MULE_0015,6691251778528922,MULE_0014,,1144442.6,Transfer,success,Transfer,7058957829114678,2026-02-28,14,Saturday,False,Besar
TXN_000563,2026-02-28 14:22:26.435864,MULE_0004,8067065405153195,CRIMINAL_BOSS,,4656250.04,Transfer,success,,MASTER_6698490277038430,2026-02-28,14,Saturday,False,Besar
TXN_000657,2026-02-28 14:49:26.435864,USER_0100,3615305152204727,MULE_0009,,688084.78,Transfer,success,Kerjasama,5705964016582029,2026-02-28,14,Saturday,False,Besar
TXN_000784,2026-02-28 15:02:26.435864,USER_0087,1605297516136968,MULE_0005,,829910.98,Transfer,success,,2058527722170430,2026-02-28,15,Saturday,False,Besar
TXN_000028,2026-02-28 15:33:26.435864,USER_0032,2870831727889579,USER_0100,3615305152204727.0,3455816.07,Transfer,success,Hutang,,2026-02-28,15,Saturday,False,Besar
TXN_000788,2026-02-28 15:59:26.435864,MULE_0010,7021355690927557,CRIMINAL_BOSS,,655973.72,Transfer,success,,MASTER_6698490277038430,2026-02-28,15,Saturday,False,Besar
TXN_000796,2026-02-28 16:21:26.435864,USER_0069,8516048175496513,MULE_0005,,1688202.3,Transfer,success,Kerjasama,2058527722170430,2026-02-28,16,Saturday,False,Besar
TXN_000150,2026-02-28 17:57:26.435864,USER_0087,1605297516136968,USER_0044,7837770143634957.0,271181.11,Purchase,success,Hutang,,2026-02-28,17,Saturday,False,Kecil
TXN_000221,2026-02-28 18:13:26.435864,USER_0038,1708053100330923,USER_0010,7015430391171822.0,2310893.57,Payment,success,,,2026-02-28,18,Saturday,False,Besar
TXN_000710,2026-02-28 19:09:26.435864,MULE_0006,3054868740345054,CRIMINAL_BOSS,,8677520.13,Transfer,success,,MASTER_6698490277038430,2026-02-28,19,Saturday,False,Besar
TXN_000720,2026-02-28 19:19:26.435864,USER_0017,980500978820812,MULE_0012,,306614.8,Transfer,success,Kerjasama,1447394731217271,2026-02-28,19,Saturday,False,Kecil
TXN_000692,2026-02-28 19:24:26.435864,MULE_0005,2058527722170430,CRIMINAL_BOSS,,1963738.88,Transfer,success,,MASTER_6698490277038430,2026-02-28,19,Saturday,False,Besar
TXN_000679,2026-02-28 19:24:26.435864,USER_0016,3602606474687234,MULE_0007,,111649.4,Transfer,success,Investasi,1566765277584161,2026-02-28,19,Saturday,False,Kecil
TXN_000696,2026-02-28 19:34:26.435864,USER_0034,5581223623166587,MULE_0008,,1711435.65,Transfer,success,Transfer,6928451154479627,2026-02-28,19,Saturday,False,Besar
TXN_000025,2026-02-28 21:03:26.435864,USER_0055,7468071545168087,USER_0002,8386379402654235.0,4953547.9,Purchase,success,,,2026-02-28,21,Saturday,False,Besar
TXN_000035,2026-02-28 21:07:26.435864,USER_0077,1249985698478961,USER_0036,7346706562729806.0,4565014.6,Payment,success,Hutang,,2026-02-28,21,Saturday,False,Besar
TXN_000012,2026-02-28 23:07:26.435864,USER_0050,3341232812067974,USER_0079,7111161528098851.0,656483.45,Payment,success,,,2026-02-28,23,Saturday,True,Besar
TXN_000261,2026-03-01 00:58:26.435864,USER_0036,7346706562729806,USER_0046,7498941343524082.0,725435.76,Transfer,success,Belanja,,2026-03-01,0,Sunday,True,Besar
TXN_000117,2026-03-01 04:26:26.435864,USER_0022,4016400524278680,USER_0097,5379473834735977.0,3711738.6,Purchase,success,,,2026-03-01,4,Sunday,True,Besar
TXN_000038,2026-03-01 07:00:26.435864,USER_0067,9421047095214562,USER_0049,9993867749649908.0,2824413.57,Purchase,success,,,2026-03-01,7,Sunday,False,Besar
TXN_000026,2026-03-01 08:31:26.435864,USER_0100,3615305152204727,USER_0050,3341232812067974.0,2573084.8,Payment,success,Hutang,,2026-03-01,8,Sunday,False,Besar
TXN_000183,2026-03-01 09:14:26.435864,USER_0048,7116719022941318,USER_0062,8657809134316117.0,696441.54,Payment,success,,,2026-03-01,9,Sunday,False,Besar
TXN_000006,2026-03-01 09:40:26.435864,USER_0012,3150983930103105,USER_0079,7111161528098851.0,4134919.52,Transfer,success,,,2026-03-01,9,Sunday,False,Besar
TXN_000266,2026-03-01 10:52:26.435864,USER_0032,2870831727889579,USER_0076,9084700766177116.0,3216251.53,Transfer,success,Pembayaran,,2026-03-01,10,Sunday,False,Besar
TXN_000132,2026-03-01 11:02:26.435864,USER_0096,8880592962229270,USER_0071,1382675869261796.0,4030178.49,Payment,success,Belanja,,2026-03-01,11,Sunday,False,Besar
TXN_000684,2026-03-01 14:12:26.435864,MULE_0010,7021355690927557,MULE_0005,,7387159.47,Transfer,success,Transfer,2058527722170430,2026-03-01,14,Sunday,False,Besar
TXN_000267,2026-03-01 14:42:26.435864,USER_0085,343244510762268,USER_0026,4586850142940196.0,1228079.83,Payment,success,,,2026-03-01,14,Sunday,False,Besar
TXN_000564,2026-03-01 15:07:26.435864,USER_0053,9065940139904902,MULE_0014,,1176733.29,Transfer,success,Investasi,7058957829114678,2026-03-01,15,Sunday,False,Besar
TXN_000518,2026-03-01 15:10:26.435864,USER_0031,3791769367632016,MULE_0014,,1582587.29,Transfer,success,Investasi,7058957829114678,2026-03-01,15,Sunday,False,Besar
TXN_000147,2026-03-01 16:08:26.435864,USER_0048,7116719022941318,USER_0041,1850671657262849.0,567519.32,Payment,success,,,2026-03-01,16,Sunday,False,Besar
TXN_000725,2026-03-01 16:15:26.435864,MULE_0002,369711798089324,CRIMINAL_BOSS,,9834512.88,Transfer,success,,MASTER_6698490277038430,2026-03-01,16,Sunday,False,Besar
TXN_000736,2026-03-01 16:49:26.435864,USER_0069,8516048175496513,MULE_0015,,1658135.71,Transfer,success,Kerjasama,6691251778528922,2026-03-01,16,Sunday,False,Besar
TXN_000507,2026-03-01 17:09:26.435864,USER_0066,9440640909743953,MULE_0005,,995556.19,Transfer,success,Investasi,2058527722170430,2026-03-01,17,Sunday,False,Besar
TXN_000764,2026-03-01 17:24:26.435864,USER_0074,2904228421020539,MULE_0011,,1098002.1,Transfer,success,Kerjasama,1928565431027868,2026-03-01,17,Sunday,False,Besar
TXN_000536,2026-03-01 18:08:26.435864,USER_0075,240268117758917,MULE_0002,,1094300.86,Transfer,success,,0369711798089324,2026-03-01,18,Sunday,False,Besar
TXN_000508,2026-03-01 18:55:26.435864,USER_0069,8516048175496513,MULE_0009,,896276.59,Transfer,success,Investasi,5705964016582029,2026-03-01,18,Sunday,False,Besar
TXN_000586,2026-03-01 19:06:26.435864,USER_0075,240268117758917,MULE_0006,,812619.84,Transfer,success,Investasi,3054868740345054,2026-03-01,19,Sunday,False,Besar
TXN_000689,2026-03-01 19:31:26.435864,USER_0034,5581223623166587,MULE_0009,,1044403.43,Transfer,success,,5705964016582029,2026-03-01,19,Sunday,False,Besar
TXN_000136,2026-03-01 19:37:26.435864,USER_0054,8742967175655125,USER_0010,7015430391171822.0,2841060.02,Purchase,success,Pembayaran,,2026-03-01,19,Sunday,False,Besar
TXN_000309,2026-03-01 21:31:26.435864,USER_0061,1718702621745961,USER_0006,6413953767242388.0,4477735.01,Purchase,success,,,2026-03-01,21,Sunday,False,Besar
TXN_000446,2026-03-01 22:40:26.435864,USER_0042,7694531473799650,USER_0062,8657809134316117.0,3359498.72,Purchase,success,Hutang,,2026-03-01,22,Sunday,False,Besar
TXN_000408,2026-03-02 00:51:26.435864,USER_0082,5022961201836675,USER_0050,3341232812067974.0,4754025.97,Purchase,success,,,2026-03-02,0,Monday,True,Besar
TXN_000022,2026-03-02 02:13:26.435864,USER_0001,1043321819600133,USER_0090,2717744905814770.0,4697795.41,Transfer,success,,,2026-03-02,2,Monday,True,Besar
TXN_000158,2026-03-02 03:32:26.435864,USER_0070,985931746120047,USER_0059,449972787558867.0,2316409.9,Transfer,success,Hutang,,2026-03-02,3,Monday,True,Besar
TXN_000146,2026-03-02 04:07:26.435864,USER_0041,1850671657262849,USER_0017,980500978820812.0,3873094.05,Purchase,success,Pembayaran,,2026-03-02,4,Monday,True,Besar
TXN_000395,2026-03-02 05:44:26.435864,USER_0061,1718702621745961,USER_0084,6438156149784036.0,3099738.73,Purchase,success,Pembayaran,,2026-03-02,5,Monday,False,Besar
TXN_000308,2026-03-02 07:16:26.435864,USER_0057,9324808613171274,USER_0004,9310341316475256.0,2258211.99,Payment,success,Hutang,,2026-03-02,7,Monday,False,Besar
TXN_000020,2026-03-02 08:56:26.435864,USER_0017,980500978820812,USER_0092,8207151820377889.0,413982.16,Purchase,success,,,2026-03-02,8,Monday,False,Kecil
TXN_000355,2026-03-02 12:58:26.435864,USER_0008,6697848018451462,USER_0013,8347382997376311.0,2158676.27,Transfer,success,,,2026-03-02,12,Monday,False,Besar
TXN_000500,2026-03-02 13:58:26.435864,MULE_0002,369711798089324,CRIMINAL_BOSS,,8556100.66,Transfer,success,,MASTER_6698490277038430,2026-03-02,13,Monday,False,Besar
TXN_000515,2026-03-02 14:13:26.435864,USER_0058,6773782639821465,MULE_0001,,735847.42,Transfer,success,Investasi,9010432898614341,2026-03-02,14,Monday,False,Besar
TXN_000622,2026-03-02 15:00:26.435864,USER_0077,1249985698478961,MULE_0010,,1514342.37,Transfer,success,Transfer,7021355690927557,2026-03-02,15,Monday,False,Besar
TXN_000781,2026-03-02 16:18:26.435864,MULE_0009,5705964016582029,CRIMINAL_BOSS,,6977439.49,Transfer,success,,MASTER_6698490277038430,2026-03-02,16,Monday,False,Besar
TXN_000513,2026-03-02 16:22:26.435864,USER_0078,8367365766156545,MULE_0013,,1731153.77,Transfer,success,Transfer,5518844225831323,2026-03-02,16,Monday,False,Besar
TXN_000402,2026-03-02 17:05:26.435864,USER_0016,3602606474687234,USER_0079,7111161528098851.0,1431605.62,Payment,success,,,2026-03-02,17,Monday,False,Besar
TXN_000709,2026-03-02 17:22:26.435864,MULE_0012,1447394731217271,CRIMINAL_BOSS,,9172185.3,Transfer,success,,MASTER_6698490277038430,2026-03-02,17,Monday,False,Besar
TXN_000777,2026-03-02 17:47:26.435864,MULE_0009,5705964016582029,MULE_0003,,859438.51,Transfer,success,Transfer,6095396218518888,2026-03-02,17,Monday,False,Besar
TXN_000650,2026-03-02 18:58:26.435864,USER_0036,7346706562729806,MULE_0004,,1579589.17,Transfer,success,,8067065405153195,2026-03-02,18,Monday,False,Besar
TXN_000771,2026-03-02 18:59:26.435864,USER_0075,240268117758917,MULE_0014,,240594.41,Transfer,success,Transfer,7058957829114678,2026-03-02,18,Monday,False,Kecil
TXN_000217,2026-03-02 19:49:26.435864,USER_0011,8248963834657871,USER_0027,5698169340608835.0,4659242.38,Transfer,success,Belanja,,2026-03-02,19,Monday,False,Besar
TXN_000182,2026-03-02 22:05:26.435864,USER_0042,7694531473799650,USER_0076,9084700766177116.0,4132995.86,Payment,success,Hutang,,2026-03-02,22,Monday,False,Besar
TXN_000264,2026-03-03 01:24:26.435864,USER_0084,6438156149784036,USER_0043,5273545494808313.0,3458067.28,Transfer,success,,,2026-03-03,1,Tuesday,True,Besar
TXN_000386,2026-03-03 01:56:26.435864,USER_0032,2870831727889579,USER_0014,5667010651333872.0,2291586.25,Transfer,success,,,2026-03-03,1,Tuesday,True,Besar
TXN_000422,2026-03-03 04:30:26.435864,USER_0037,1627204653755646,USER_0084,6438156149784036.0,3320579.67,Payment,success,Pembayaran,,2026-03-03,4,Tuesday,True,Besar
TXN_000372,2026-03-03 04:40:26.435864,USER_0041,1850671657262849,USER_0061,1718702621745961.0,2807798.51,Transfer,success,,,2026-03-03,4,Tuesday,True,Besar
TXN_000023,2026-03-03 07:40:26.435864,USER_0055,7468071545168087,USER_0003,1615594078161849.0,274251.59,Transfer,success,Belanja,,2026-03-03,7,Tuesday,False,Kecil
TXN_000338,2026-03-03 08:15:26.435864,USER_0043,5273545494808313,USER_0030,3872148951343320.0,1565269.71,Transfer,success,Hutang,,2026-03-03,8,Tuesday,False,Besar
TXN_000202,2026-03-03 10:04:26.435864,USER_0015,2473178108013267,USER_0012,3150983930103105.0,1858791.69,Purchase,success,Belanja,,2026-03-03,10,Tuesday,False,Besar
TXN_000519,2026-03-03 13:56:26.435864,USER_0009,482814893252880,MULE_0014,,1499399.71,Transfer,success,Transfer,7058957829114678,2026-03-03,13,Tuesday,False,Besar
TXN_000654,2026-03-03 14:02:26.435864,USER_0073,1390053293183933,MULE_0014,,1603026.53,Transfer,success,,7058957829114678,2026-03-03,14,Tuesday,False,Besar
TXN_000489,2026-03-03 14:08:26.435864,MULE_0012,1447394731217271,MULE_0010,,4706302.09,Transfer,success,Transfer,7021355690927557,2026-03-03,14,Tuesday,False,Besar
TXN_000527,2026-03-03 14:26:26.435864,MULE_0011,1928565431027868,CRIMINAL_BOSS,,750466.68,Transfer,success,,MASTER_6698490277038430,2026-03-03,14,Tuesday,False,Besar
TXN_000686,2026-03-03 15:12:26.435864,MULE_0001,9010432898614341,MULE_0015,,796145.06,Transfer,success,Transfer,6691251778528922,2026-03-03,15,Tuesday,False,Besar
TXN_000756,2026-03-03 15:23:26.435864,USER_0089,2432921277997995,MULE_0005,,672597.55,Transfer,success,,2058527722170430,2026-03-03,15,Tuesday,False,Besar
TXN_000596,2026-03-03 16:33:26.435864,MULE_0010,7021355690927557,CRIMINAL_BOSS,,8262846.15,Transfer,success,,MASTER_6698490277038430,2026-03-03,16,Tuesday,False,Besar
TXN_000630,2026-03-03 17:19:26.435864,MULE_0005,2058527722170430,CRIMINAL_BOSS,,9140845.8,Transfer,success,,MASTER_6698490277038430,2026-03-03,17,Tuesday,False,Besar
TXN_000330,2026-03-03 17:33:26.435864,USER_0079,7111161528098851,USER_0039,7193745299124190.0,4278486.86,Transfer,success,Hutang,,2026-03-03,17,Tuesday,False,Besar
TXN_000480,2026-03-03 17:42:26.435864,USER_0063,4005045562386922,USER_0033,8727743487347143.0,1352305.39,Payment,success,,,2026-03-03,17,Tuesday,False,Besar
TXN_000744,2026-03-03 18:29:26.435864,USER_0039,7193745299124190,MULE_0003,,1821504.65,Transfer,success,Investasi,6095396218518888,2026-03-03,18,Tuesday,False,Besar
TXN_000627,2026-03-03 18:36:26.435864,USER_0048,7116719022941318,MULE_0001,,556685.54,Transfer,success,,9010432898614341,2026-03-03,18,Tuesday,False,Besar
TXN_000753,2026-03-03 18:53:26.435864,MULE_0010,7021355690927557,MULE_0013,,5211508.62,Transfer,success,Transfer,5518844225831323,2026-03-03,18,Tuesday,False,Besar
TXN_000606,2026-03-03 19:01:26.435864,MULE_0009,5705964016582029,CRIMINAL_BOSS,,1569033.78,Transfer,success,,MASTER_6698490277038430,2026-03-03,19,Tuesday,False,Besar
TXN_000233,2026-03-03 19:12:26.435864,USER_0069,8516048175496513,USER_0032,2870831727889579.0,1823522.86,Transfer,success,Belanja,,2026-03-03,19,Tuesday,False,Besar
TXN_000419,2026-03-04 01:39:26.435864,USER_0013,8347382997376311,USER_0096,8880592962229270.0,1978034.24,Transfer,success,,,2026-03-04,1,Wednesday,True,Besar
TXN_000472,2026-03-04 02:44:26.435864,USER_0055,7468071545168087,USER_0023,1280598262045053.0,816153.97,Purchase,success,Hutang,,2026-03-04,2,Wednesday,True,Besar
TXN_000467,2026-03-04 03:33:26.435864,USER_0065,1759464743671369,USER_0043,5273545494808313.0,265019.5,Purchase,success,Belanja,,2026-03-04,3,Wednesday,True,Kecil
TXN_000001,2026-03-04 08:36:26.435864,USER_0083,5459910229014767,USER_0031,3791769367632016.0,4347647.56,Transfer,success,Hutang,,2026-03-04,8,Wednesday,False,Besar
TXN_000331,2026-03-04 10:35:26.435864,USER_0032,2870831727889579,USER_0054,8742967175655125.0,4537773.63,Payment,success,Pembayaran,,2026-03-04,10,Wednesday,False,Besar
TXN_000230,2026-03-04 12:46:26.435864,USER_0076,9084700766177115,USER_0097,5379473834735977.0,1222020.09,Payment,success,Belanja,,2026-03-04,12,Wednesday,False,Besar
TXN_000277,2026-03-04 14:13:26.435864,USER_0064,1969379237474074,USER_0095,6850542357332214.0,3624088.62,Purchase,success,Hutang,,2026-03-04,14,Wednesday,False,Besar
TXN_000716,2026-03-04 14:28:26.435864,MULE_0002,369711798089324,CRIMINAL_BOSS,,7950982.78,Transfer,success,,MASTER_6698490277038430,2026-03-04,14,Wednesday,False,Besar
