account_id,pagerank_raw,pagerank_score,betweenness_centrality,in_degree,out_degree,total_degree,degree_ratio,total_received,total_sent,net_flow,flow_ratio,rank,risk_score,triggered_rules,risk_level,odd_hours_transactions
3447134936183242,0.003567881777037,0.0,0.0,0,3,3,0.0,0.0,5254110.6,-5254110.6,0.0,102,15,High Betweenness Centrality,Rendah,3
6697848018451462,0.003567881777037,0.0,0.0,0,4,4,0.0,0.0,8964754.0,-8964754.0,0.0,103,15,High Betweenness Centrality,Rendah,1
7015430391171822,0.003567881777037,0.0,0.0,0,2,2,0.0,0.0,8799745.1,-8799745.1,0.0,104,15,High Betweenness Centrality,Rendah,1
1586923226025634,0.003567881777037,0.0,0.0,0,1,1,0.0,0.0,2137612.12,-2137612.12,0.0,105,15,High Betweenness Centrality,Rendah,0
3615305152204727,0.003567881777037,0.0,0.0,0,4,4,0.0,0.0,7381321.26,-7381321.26,0.0,106,15,High Betweenness Centrality,Rendah,1
7694531473799650,0.003567881777037,0.0,0.0,0,7,7,0.0,0.0,17363464.57,-17363464.57,0.0,107,15,High Betweenness Centrality,Rendah,1
366909670546688,0.003567881777037,0.0,0.0,0,6,6,0.0,0.0,20443701.97,-20443701.97,0.0,108,15,High Betweenness Centrality,Rendah,2
5459910229014767,0.003567881777037,0.0,0.0,0,6,6,0.0,0.0,12937415.14,-12937415.14,0.0,109,15,High Betweenness Centrality,Rendah,1
1627204653755646,0.003567881777037,0.0,0.0,0,3,3,0.0,0.0,7514074.52,-7514074.52,0.0,110,15,High Betweenness Centrality,Rendah,1
2432921277997995,0.003567881777037,0.0,0.0,0,3,3,0.0,0.0,6155073.09,-6155073.09,0.0,111,15,High Betweenness Centrality,Rendah,0
4353462475107991,0.003567881777037,0.0,0.0,0,5,5,0.0,0.0,13936245.07,-13936245.07,0.0,112,15,High Betweenness Centrality,Rendah,2
9440640909743953,0.003567881777037,0.0,0.0,0,6,6,0.0,0.0,11153836.22,-11153836.22,0.0,113,15,High Betweenness Centrality,Rendah,1
3872148951343320.0,0.0044249592357636,9.902069674282712,0.0,2,0,2,2.0,4522719.02,0.0,4522719.02,4522719.02,95,15,High Betweenness Centrality,Rendah,0
1850671657262849.0,0.0044301051200978,9.961521599769355,0.0,2,0,2,2.0,3139656.02,0.0,3139656.02,3139656.02,94,15,High Betweenness Centrality,Rendah,0
7498941343524082.0,0.0044310468933674,9.972402185226684,0.0,2,0,2,2.0,2766649.25,0.0,2766649.25,2766649.25,93,15,High Betweenness Centrality,Rendah,0
6855744431351823.0,0.0049777568313442,16.288703987762894,0.0,3,0,3,3.0,7479694.75,0.0,7479694.75,7479694.75,83,15,High Betweenness Centrality,Rendah,0
2904228421020539.0,0.0052468425658971,19.397531159413127,0.0,2,0,2,2.0,8676349.33,0.0,8676349.33,8676349.33,76,15,High Betweenness Centrality,Rendah,0
985931746120047.0,0.0051645397654536,18.44666253478387,0.0,4,0,4,4.0,9611383.24,0.0,9611383.24,9611383.24,77,15,High Betweenness Centrality,Rendah,0
8367365766156545.0,0.0051194215895347,17.925398888218602,0.0,5,0,5,5.0,8350332.89,0.0,8350332.89,8350332.89,78,15,High Betweenness Centrality,Rendah,0
8880592962229270.0,0.0050842264933762,17.518779520497553,0.0,3,0,3,3.0,2699221.55,0.0,2699221.55,2699221.55,79,15,High Betweenness Centrality,Rendah,0
3447134936183242.0,0.0050667736103351,17.317141194661872,0.0,3,0,3,3.0,6815442.5,0.0,6815442.5,6815442.5,80,15,High Betweenness Centrality,Rendah,0
249947174648877.0,0.0050481701669775,17.102210104789943,0.0,2,0,2,2.0,5536598.87,0.0,5536598.87,5536598.87,81,15,High Betweenness Centrality,Rendah,0
5192546291486528.0,0.0049818563632305,16.336067093578823,0.0,5,0,5,5.0,7106184.39,0.0,7106184.39,7106184.39,82,15,High Betweenness Centrality,Rendah,0
7015430391171822.0,0.0049340010339221,15.78318030339178,0.0,4,0,4,4.0,6696480.56,0.0,6696480.56,6696480.56,84,15,High Betweenness Centrality,Rendah,0
1247826137506068.0,0.004473521340572,10.463122051108073,0.0,3,0,3,3.0,2817781.1,0.0,2817781.1,2817781.1,92,15,High Betweenness Centrality,Rendah,0
1493689980940244.0,0.0048430215669015,14.73206758050504,0.0,1,0,1,1.0,3187253.05,0.0,3187253.05,3187253.05,85,15,High Betweenness Centrality,Rendah,0
7346706562729806.0,0.0047591912739073,13.763551382123914,0.0,2,0,2,2.0,7159991.17,0.0,7159991.17,7159991.17,86,15,High Betweenness Centrality,Rendah,0
2432921277997995.0,0.0047278479328888,13.401432482098688,0.0,5,0,5,5.0,6078320.85,0.0,6078320.85,6078320.85,87,15,High Betweenness Centrality,Rendah,0
385977034824771.0,0.0045983008370115,11.904736522572362,0.0,2,0,2,2.0,3488521.63,0.0,3488521.63,3488521.63,88,15,High Betweenness Centrality,Rendah,0
8384251354278498.0,0.0045384355706603,11.213095373404332,0.0,2,0,2,2.0,4188329.02,0.0,4188329.02,4188329.02,89,15,High Betweenness Centrality,Rendah,0
1280598262045053.0,0.0045241239098229,11.047748517851051,0.0,4,0,4,4.0,4723214.16,0.0,4723214.16,4723214.16,90,15,High Betweenness Centrality,Rendah,0
1708053100330923.0,0.0044755525328875,10.486589017396051,0.0,1,0,1,1.0,3445915.52,0.0,3445915.52,3445915.52,91,15,High Betweenness Centrality,Rendah,0
1595148465648236,0.003567881777037,0.0,0.0,0,6,6,0.0,0.0,15713229.67,-15713229.67,0.0,197,15,High Betweenness Centrality,Rendah,3
