transaction_id,timestamp,sender_id,sender_account,receiver_id,receiver_account,amount,transaction_type,status,notes,receiver_ammount
TXN_000543,2026-02-27 16:18:26.435864,USER_0063,4005045562386922,MULE_0010,,230081.51,Transfer,success,,7021355690927557
TXN_000040,2026-02-27 16:56:26.435864,USER_0097,5379473834735977,USER_0067,9421047095214562,4778802.9,Transfer,success,Belanja,
TXN_000747,2026-02-27 18:43:26.435864,MULE_0011,1928565431027868,CRIMINAL_BOSS,,6431011.55,Transfer,success,,MASTER_6698490277038430
TXN_000160,2026-02-27 18:49:26.435864,USER_0081,1493689980940244,USER_0009,0482814893252880,1897865.05,Transfer,success,Belanja,
TXN_000547,2026-02-27 19:01:26.435864,USER_0041,1850671657262849,MULE_0014,,512657.36,Transfer,success,Kerjasama,7058957829114678
TXN_000529,2026-02-27 19:18:26.435864,MULE_0001,9010432898614341,CRIMINAL_BOSS,,2850266.93,Transfer,success,,MASTER_6698490277038430
TXN_000633,2026-02-27 19:25:26.435864,USER_0060,3396360576627028,MULE_0001,,1948502.47,Transfer,success,Kerjasama,9010432898614341
TXN_000278,2026-02-27 22:44:26.435864,USER_0036,7346706562729806,USER_0059,0449972787558867,295695.44,Purchase,success,Belanja,
TXN_000094,2026-02-28 00:01:26.435864,USER_0097,5379473834735977,USER_0045,6855744431351823,2588441.87,Payment,success,Belanja,
TXN_000300,2026-02-28 00:31:26.435864,USER_0041,1850671657262849,USER_0067,9421047095214562,2483515.11,Purchase,success,Pembayaran,
TXN_000321,2026-02-28 00:36:26.435864,USER_0061,1718702621745961,USER_0031,3791769367632016,2121900.15,Payment,success,,
TXN_000127,2026-02-28 05:02:26.435864,USER_0057,9324808613171274,USER_0029,2994680443699577,3906887.07,Purchase,success,Pembayaran,
TXN_000392,2026-02-28 05:29:26.435864,USER_0019,4353462475107991,USER_0016,3602606474687234,113214.05,Transfer,failed,Pembayaran,
TXN_000009,2026-02-28 05:42:26.435864,USER_0084,6438156149784036,USER_0037,1627204653755646,3458637.18,Transfer,success,Belanja,
TXN_000051,2026-02-28 06:19:26.435864,USER_0085,0343244510762268,USER_0093,5546659051518644,2739337.39,Payment,success,Pembayaran,
TXN_000175,2026-02-28 09:55:26.435864,USER_0084,6438156149784036,USER_0053,9065940139904902,4764366.86,Purchase,success,,
TXN_000470,2026-02-28 11:34:26.435864,USER_0062,8657809134316117,USER_0042,7694531473799650,2741468.56,Payment,success,,
TXN_000424,2026-02-28 13:34:26.435864,USER_0090,2717744905814770,USER_0032,2870831727889579,4575136.14,Purchase,success,,
TXN_000587,2026-02-28 13:39:26.435864,MULE_0008,6928451154479627,MULE_0005,,829297.57,Transfer,success,Transfer,2058527722170430
TXN_000208,2026-02-28 14:05:26.435864,USER_0086,8851606071596966,USER_0083,5459910229014767,3663293.97,Transfer,success,,
TXN_000678,2026-02-28 14:13:26.435864,MULE_0015,6691251778528922,MULE_0014,,1144442.6,Transfer,success,Transfer,7058957829114678
TXN_000563,2026-02-28 14:22:26.435864,MULE_0004,8067065405153195,CRIMINAL_BOSS,,4656250.04,Transfer,success,,MASTER_6698490277038430
TXN_000657,2026-02-28 14:49:26.435864,USER_0100,3615305152204727,MULE_0009,,688084.78,Transfer,success,Kerjasama,5705964016582029
TXN_000784,2026-02-28 15:02:26.435864,USER_0087,1605297516136968,MULE_0005,,829910.98,Transfer,success,,2058527722170430
TXN_000028,2026-02-28 15:33:26.435864,USER_0032,2870831727889579,USER_0100,3615305152204727,3455816.07,Transfer,success,Hutang,
TXN_000788,2026-02-28 15:59:26.435864,MULE_0010,7021355690927557,CRIMINAL_BOSS,,655973.72,Transfer,success,,MASTER_6698490277038430
TXN_000796,2026-02-28 16:21:26.435864,USER_0069,8516048175496513,MULE_0005,,1688202.3,Transfer,success,Kerjasama,2058527722170430
TXN_000150,2026-02-28 17:57:26.435864,USER_0087,1605297516136968,USER_0044,7837770143634957,271181.11,Purchase,success,Hutang,
TXN_000221,2026-02-28 18:13:26.435864,USER_0038,1708053100330923,USER_0010,7015430391171822,2310893.57,Payment,success,,
TXN_000710,2026-02-28 19:09:26.435864,MULE_0006,3054868740345054,CRIMINAL_BOSS,,8677520.13,Transfer,success,,MASTER_6698490277038430
TXN_000720,2026-02-28 19:19:26.435864,USER_0017,0980500978820812,MULE_0012,,306614.8,Transfer,success,Kerjasama,1447394731217271
TXN_000692,2026-02-28 19:24:26.435864,MULE_0005,2058527722170430,CRIMINAL_BOSS,,1963738.88,Transfer,success,,MASTER_6698490277038430
TXN_000679,2026-02-28 19:24:26.435864,USER_0016,3602606474687234,MULE_0007,,111649.4,Transfer,success,Investasi,1566765277584161
TXN_000696,2026-02-28 19:34:26.435864,USER_0034,5581223623166587,MULE_0008,,1711435.65,Transfer,success,Transfer,6928451154479627
TXN_000025,2026-02-28 21:03:26.435864,USER_0055,7468071545168087,USER_0002,8386379402654235,4953547.9,Purchase,success,,
TXN_000035,2026-02-28 21:07:26.435864,USER_0077,1249985698478961,USER_0036,7346706562729806,4565014.6,Payment,success,Hutang,
TXN_000012,2026-02-28 23:07:26.435864,USER_0050,3341232812067974,USER_0079,7111161528098851,656483.45,Payment,success,,
TXN_000261,2026-03-01 00:58:26.435864,USER_0036,7346706562729806,USER_0046,7498941343524082,725435.76,Transfer,success,Belanja,
TXN_000117,2026-03-01 04:26:26.435864,USER_0022,4016400524278680,USER_0097,5379473834735977,3711738.6,Purchase,success,,
TXN_000038,2026-03-01 07:00:26.435864,USER_0067,9421047095214562,USER_0049,9993867749649909,2824413.57,Purchase,success,,
TXN_000026,2026-03-01 08:31:26.435864,USER_0100,3615305152204727,USER_0050,3341232812067974,2573084.8,Payment,success,Hutang,
TXN_000183,2026-03-01 09:14:26.435864,USER_0048,7116719022941318,USER_0062,8657809134316117,696441.54,Payment,success,,
TXN_000006,2026-03-01 09:40:26.435864,USER_0012,3150983930103105,USER_0079,7111161528098851,4134919.52,Transfer,success,,
TXN_000266,2026-03-01 10:52:26.435864,USER_0032,2870831727889579,USER_0076,9084700766177115,3216251.53,Transfer,success,Pembayaran,
TXN_000132,2026-03-01 11:02:26.435864,USER_0096,8880592962229270,USER_0071,1382675869261796,4030178.49,Payment,success,Belanja,
TXN_000275,2026-03-01 11:17:26.435864,USER_0021,8412411824493534,USER_0099,1247826137506068,4471469.55,Purchase,failed,Pembayaran,
TXN_000684,2026-03-01 14:12:26.435864,MULE_0010,7021355690927557,MULE_0005,,7387159.47,Transfer,success,Transfer,2058527722170430
TXN_000267,2026-03-01 14:42:26.435864,USER_0085,0343244510762268,USER_0026,4586850142940196,1228079.83,Payment,success,,
TXN_000564,2026-03-01 15:07:26.435864,USER_0053,9065940139904902,MULE_0014,,1176733.29,Transfer,success,Investasi,7058957829114678
TXN_000518,2026-03-01 15:10:26.435864,USER_0031,3791769367632016,MULE_0014,,1582587.29,Transfer,success,Investasi,7058957829114678
TXN_000147,2026-03-01 16:08:26.435864,USER_0048,7116719022941318,USER_0041,1850671657262849,567519.32,Payment,success,,
TXN_000725,2026-03-01 16:15:26.435864,MULE_0002,0369711798089324,CRIMINAL_BOSS,,9834512.88,Transfer,success,,MASTER_6698490277038430
TXN_000736,2026-03-01 16:49:26.435864,USER_0069,8516048175496513,MULE_0015,,1658135.71,Transfer,success,Kerjasama,6691251778528922
TXN_000507,2026-03-01 17:09:26.435864,USER_0066,9440640909743953,MULE_0005,,995556.19,Transfer,success,Investasi,2058527722170430
TXN_000764,2026-03-01 17:24:26.435864,USER_0074,2904228421020539,MULE_0011,,1098002.1,Transfer,success,Kerjasama,1928565431027868
TXN_000536,2026-03-01 18:08:26.435864,USER_0075,0240268117758917,MULE_0002,,1094300.86,Transfer,success,,0369711798089324
TXN_000508,2026-03-01 18:55:26.435864,USER_0069,8516048175496513,MULE_0009,,896276.59,Transfer,success,Investasi,5705964016582029
TXN_000586,2026-03-01 19:06:26.435864,USER_0075,0240268117758917,MULE_0006,,812619.84,Transfer,success,Investasi,3054868740345054
TXN_000689,2026-03-01 19:31:26.435864,USER_0034,5581223623166587,MULE_0009,,1044403.43,Transfer,success,,5705964016582029
TXN_000136,2026-03-01 19:37:26.435864,USER_0054,8742967175655125,USER_0010,7015430391171822,2841060.02,Purchase,success,Pembayaran,
TXN_000309,2026-03-01 21:31:26.435864,USER_0061,1718702621745961,USER_0006,6413953767242388,4477735.01,Purchase,success,,
TXN_000446,2026-03-01 22:40:26.435864,USER_0042,7694531473799650,USER_0062,8657809134316117,3359498.72,Purchase,success,Hutang,
TXN_000408,2026-03-02 00:51:26.435864,USER_0082,5022961201836675,USER_0050,3341232812067974,4754025.97,Purchase,success,,
TXN_000022,2026-03-02 02:13:26.435864,USER_0001,1043321819600133,USER_0090,2717744905814770,4697795.41,Transfer,success,,
TXN_000158,2026-03-02 03:32:26.435864,USER_0070,0985931746120047,USER_0059,0449972787558867,2316409.9,Transfer,success,Hutang,
TXN_000146,2026-03-02 04:07:26.435864,USER_0041,1850671657262849,USER_0017,0980500978820812,3873094.05,Purchase,success,Pembayaran,
TXN_000395,2026-03-02 05:44:26.435864,USER_0061,1718702621745961,USER_0084,6438156149784036,3099738.73,Purchase,success,Pembayaran,
TXN_000308,2026-03-02 07:16:26.435864,USER_0057,9324808613171274,USER_0004,9310341316475255,2258211.99,Payment,success,Hutang,
TXN_000020,2026-03-02 08:56:26.435864,USER_0017,0980500978820812,USER_0092,8207151820377889,413982.16,Purchase,success,,
TXN_000355,2026-03-02 12:58:26.435864,USER_0008,6697848018451462,USER_0013,8347382997376311,2158676.27,Transfer,success,,
TXN_000500,2026-03-02 13:58:26.435864,MULE_0002,0369711798089324,CRIMINAL_BOSS,,8556100.66,Transfer,success,,MASTER_6698490277038430
TXN_000515,2026-03-02 14:13:26.435864,USER_0058,6773782639821465,MULE_0001,,735847.42,Transfer,success,Investasi,9010432898614341
TXN_000622,2026-03-02 15:00:26.435864,USER_0077,1249985698478961,MULE_0010,,1514342.37,Transfer,success,Transfer,7021355690927557
TXN_000781,2026-03-02 16:18:26.435864,MULE_0009,5705964016582029,CRIMINAL_BOSS,,6977439.49,Transfer,success,,MASTER_6698490277038430
TXN_000513,2026-03-02 16:22:26.435864,USER_0078,8367365766156545,MULE_0013,,1731153.77,Transfer,success,Transfer,5518844225831323
TXN_000402,2026-03-02 17:05:26.435864,USER_0016,3602606474687234,USER_0079,7111161528098851,1431605.62,Payment,success,,
TXN_000709,2026-03-02 17:22:26.435864,MULE_0012,1447394731217271,CRIMINAL_BOSS,,9172185.3,Transfer,success,,MASTER_6698490277038430
TXN_000777,2026-03-02 17:47:26.435864,MULE_0009,5705964016582029,MULE_0003,,859438.51,Transfer,success,Transfer,6095396218518888
TXN_000650,2026-03-02 18:58:26.435864,USER_0036,7346706562729806,MULE_0004,,1579589.17,Transfer,success,,8067065405153195
TXN_000771,2026-03-02 18:59:26.435864,USER_0075,0240268117758917,MULE_0014,,240594.41,Transfer,success,Transfer,7058957829114678
TXN_000217,2026-03-02 19:49:26.435864,USER_0011,8248963834657871,USER_0027,5698169340608835,4659242.38,Transfer,success,Belanja,
TXN_000182,2026-03-02 22:05:26.435864,USER_0042,7694531473799650,USER_0076,9084700766177115,4132995.86,Payment,success,Hutang,
TXN_000264,2026-03-03 01:24:26.435864,USER_0084,6438156149784036,USER_0043,5273545494808313,3458067.28,Transfer,success,,
TXN_000386,2026-03-03 01:56:26.435864,USER_0032,2870831727889579,USER_0014,5667010651333872,2291586.25,Transfer,success,,
TXN_000422,2026-03-03 04:30:26.435864,USER_0037,1627204653755646,USER_0084,6438156149784036,3320579.67,Payment,success,Pembayaran,
TXN_000372,2026-03-03 04:40:26.435864,USER_0041,1850671657262849,USER_0061,1718702621745961,2807798.51,Transfer,success,,
TXN_000447,2026-03-03 07:36:26.435864,USER_0092,8207151820377889,USER_0079,7111161528098851,2300485.08,Transfer,failed,Hutang,
TXN_000023,2026-03-03 07:40:26.435864,USER_0055,7468071545168087,USER_0003,1615594078161849,274251.59,Transfer,success,Belanja,
TXN_000338,2026-03-03 08:15:26.435864,USER_0043,5273545494808313,USER_0030,3872148951343320,1565269.71,Transfer,success,Hutang,
TXN_000202,2026-03-03 10:04:26.435864,USER_0015,2473178108013267,USER_0012,3150983930103105,1858791.69,Purchase,success,Belanja,
TXN_000343,2026-03-03 11:54:26.435864,USER_0028,1595148465648236,USER_0073,1390053293183933,3867685.83,Purchase,failed,,
TXN_000320,2026-03-03 12:58:26.435864,USER_0070,0985931746120047,USER_0036,7346706562729806,3419740.96,Purchase,failed,Belanja,
TXN_000519,2026-03-03 13:56:26.435864,USER_0009,0482814893252880,MULE_0014,,1499399.71,Transfer,success,Transfer,7058957829114678
TXN_000654,2026-03-03 14:02:26.435864,USER_0073,1390053293183933,MULE_0014,,1603026.53,Transfer,success,,7058957829114678
TXN_000489,2026-03-03 14:08:26.435864,MULE_0012,1447394731217271,MULE_0010,,4706302.09,Transfer,success,Transfer,7021355690927557
TXN_000527,2026-03-03 14:26:26.435864,MULE_0011,1928565431027868,CRIMINAL_BOSS,,750466.68,Transfer,success,,MASTER_6698490277038430
TXN_000686,2026-03-03 15:12:26.435864,MULE_0001,9010432898614341,MULE_0015,,796145.06,Transfer,success,Transfer,6691251778528922
TXN_000756,2026-03-03 15:23:26.435864,USER_0089,2432921277997995,MULE_0005,,672597.55,Transfer,success,,2058527722170430
TXN_000596,2026-03-03 16:33:26.435864,MULE_0010,7021355690927557,CRIMINAL_BOSS,,8262846.15,Transfer,success,,MASTER_6698490277038430
TXN_000630,2026-03-03 17:19:26.435864,MULE_0005,2058527722170430,CRIMINAL_BOSS,,9140845.8,Transfer,success,,MASTER_6698490277038430
TXN_000330,2026-03-03 17:33:26.435864,USER_0079,7111161528098851,USER_0039,7193745299124190,4278486.86,Transfer,success,Hutang,
TXN_000480,2026-03-03 17:42:26.435864,USER_0063,4005045562386922,USER_0033,8727743487347143,1352305.39,Payment,success,,
TXN_000744,2026-03-03 18:29:26.435864,USER_0039,7193745299124190,MULE_0003,,1821504.65,Transfer,success,Investasi,6095396218518888
TXN_000627,2026-03-03 18:36:26.435864,USER_0048,7116719022941318,MULE_0001,,556685.54,Transfer,success,,9010432898614341
TXN_000753,2026-03-03 18:53:26.435864,MULE_0010,7021355690927557,MULE_0013,,5211508.62,Transfer,success,Transfer,5518844225831323
TXN_000606,2026-03-03 19:01:26.435864,MULE_0009,5705964016582029,CRIMINAL_BOSS,,1569033.78,Transfer,success,,MASTER_6698490277038430
TXN_000233,2026-03-03 19:12:26.435864,USER_0069,8516048175496513,USER_0032,2870831727889579,1823522.86,Transfer,success,Belanja,
TXN_000419,2026-03-04 01:39:26.435864,USER_0013,8347382997376311,USER_0096,8880592962229270,1978034.24,Transfer,success,,
TXN_000472,2026-03-04 02:44:26.435864,USER_0055,7468071545168087,USER_0023,1280598262045053,816153.97,Purchase,success,Hutang,
TXN_000467,2026-03-04 03:33:26.435864,USER_0065,1759464743671369,USER_0043,5273545494808313,265019.5,Purchase,success,Belanja,
TXN_000001,2026-03-04 08:36:26.435864,USER_0083,5459910229014767,USER_0031,3791769367632016,4347647.56,Transfer,success,Hutang,
TXN_000331,2026-03-04 10:35:26.435864,USER_0032,2870831727889579,USER_0054,8742967175655125,4537773.63,Payment,success,Pembayaran,
TXN_000230,2026-03-04 12:46:26.435864,USER_0076,9084700766177115,USER_0097,5379473834735977,1222020.09,Payment,success,Belanja,
TXN_000277,2026-03-04 14:13:26.435864,USER_0064,1969379237474074,USER_0095,6850542357332214,3624088.62,Purchase,success,Hutang,
TXN_000716,2026-03-04 14:28:26.435864,MULE_0002,0369711798089324,CRIMINAL_BOSS,,7950982.78,Transfer,success,,MASTER_6698490277038430
TXN_000672,2026-03-04 14:32:26.435864,USER_0008,6697848018451462,MULE_0007,,1597551.2,Transfer,success,Investasi,1566765277584161
TXN_000228,2026-03-04 14:35:26.435864,USER_0096,8880592962229270,USER_0014,5667010651333872,1893835.27,Purchase,success,,
TXN_000570,2026-03-04 14:58:26.435864,USER_0064,1969379237474074,MULE_0010,,1264774.56,Transfer,success,Investasi,7021355690927557
TXN_000566,2026-03-04 16:27:26.435864,USER_0010,7015430391171822,MULE_0010,,1656895.25,Transfer,success,Investasi,7021355690927557
TXN_000293,2026-03-04 16:28:26.435864,USER_0093,5546659051518644,USER_0001,1043321819600133,3517040.0,Purchase,success,Belanja,
TXN_000612,2026-03-04 18:39:26.435864,USER_0006,6413953767242388,MULE_0008,,1628133.47,Transfer,success,Investasi,6928451154479627
TXN_000238,2026-03-04 19:29:26.435864,USER_0020,8384251354278498,USER_0066,9440640909743953,3979358.23,Transfer,failed,Pembayaran,
TXN_000067,2026-03-04 20:10:26.435864,USER_0021,8412411824493534,USER_0057,9324808613171274,2106351.64,Purchase,success,Belanja,
TXN_000452,2026-03-04 20:52:26.435864,USER_0061,1718702621745961,USER_0071,1382675869261796,431586.72,Purchase,success,Pembayaran,
TXN_000401,2026-03-04 21:21:26.435864,USER_0012,3150983930103105,USER_0078,8367365766156545,418621.52,Transfer,success,,
TXN_000010,2026-03-04 21:59:26.435864,USER_0079,7111161528098851,USER_0017,0980500978820812,3052968.3,Payment,success,Hutang,
TXN_000057,2026-03-04 23:59:26.435864,USER_0048,7116719022941318,USER_0013,8347382997376311,1544631.91,Purchase,success,Hutang,
TXN_000171,2026-03-05 00:00:26.435864,USER_0082,5022961201836675,USER_0032,2870831727889579,4317888.15,Transfer,success,,
TXN_000138,2026-03-05 01:31:26.435864,USER_0038,1708053100330923,USER_0029,2994680443699577,3479534.63,Payment,success,Pembayaran,
TXN_000371,2026-03-05 01:45:26.435864,USER_0009,0482814893252880,USER_0054,8742967175655125,4904320.16,Purchase,success,,
TXN_000032,2026-03-05 02:04:26.435864,USER_0019,4353462475107991,USER_0066,9440640909743953,799584.73,Purchase,success,,
TXN_000076,2026-03-05 02:47:26.435864,USER_0001,1043321819600133,USER_0093,5546659051518644,1414466.15,Purchase,success,,
TXN_000194,2026-03-05 03:24:26.435864,USER_0097,5379473834735977,USER_0009,0482814893252880,1104624.48,Purchase,success,Belanja,
TXN_000124,2026-03-05 03:26:26.435864,USER_0014,5667010651333872,USER_0087,1605297516136968,1385343.89,Transfer,success,Belanja,
TXN_000436,2026-03-05 03:27:26.435864,USER_0023,1280598262045053,USER_0071,1382675869261796,1562085.39,Purchase,success,,
TXN_000345,2026-03-05 03:45:26.435864,USER_0087,1605297516136968,USER_0084,6438156149784036,2759047.8,Payment,success,Pembayaran,
TXN_000072,2026-03-05 04:02:26.435864,USER_0017,0980500978820812,USER_0096,8880592962229270,447237.46,Purchase,success,Pembayaran,
TXN_000185,2026-03-05 05:38:26.435864,USER_0039,7193745299124190,USER_0067,9421047095214562,4959599.28,Payment,success,Pembayaran,
TXN_000214,2026-03-05 08:01:26.435864,USER_0067,9421047095214562,USER_0015,2473178108013267,324423.6,Purchase,success,Pembayaran,
TXN_000125,2026-03-05 09:13:26.435864,USER_0028,1595148465648236,USER_0005,4192832764835030,2586582.2,Transfer,failed,Hutang,
TXN_000691,2026-03-05 13:39:26.435864,USER_0067,9421047095214562,MULE_0010,,483986.99,Transfer,success,Transfer,7021355690927557
TXN_000608,2026-03-05 13:47:26.435864,MULE_0014,7058957829114678,CRIMINAL_BOSS,,9906512.23,Transfer,success,,MASTER_6698490277038430
TXN_000531,2026-03-05 14:37:26.435864,USER_0045,6855744431351823,MULE_0002,,1839017.54,Transfer,success,Kerjasama,0369711798089324
TXN_000490,2026-03-05 15:07:26.435864,MULE_0011,1928565431027868,CRIMINAL_BOSS,,9631767.89,Transfer,success,,MASTER_6698490277038430
TXN_000511,2026-03-05 15:49:26.435864,USER_0017,0980500978820812,MULE_0010,,1922381.05,Transfer,success,,7021355690927557
TXN_000257,2026-03-05 15:59:26.435864,USER_0052,0249947174648877,USER_0003,1615594078161849,4593586.12,Transfer,success,Hutang,
TXN_000027,2026-03-05 16:01:26.435864,USER_0071,1382675869261796,USER_0003,1615594078161849,1689635.99,Transfer,success,,
TXN_000243,2026-03-05 16:02:26.435864,USER_0079,7111161528098851,USER_0020,8384251354278498,3431903.94,Transfer,success,Pembayaran,
TXN_000256,2026-03-05 16:43:26.435864,USER_0049,9993867749649909,USER_0095,6850542357332214,328031.49,Purchase,success,,
TXN_000730,2026-03-05 16:50:26.435864,USER_0061,1718702621745961,MULE_0013,,1135725.7,Transfer,success,,5518844225831323
TXN_000637,2026-03-05 17:10:26.435864,MULE_0009,5705964016582029,CRIMINAL_BOSS,,7037342.2,Transfer,success,,MASTER_6698490277038430
TXN_000501,2026-03-05 17:26:26.435864,USER_0098,6886239240758181,MULE_0007,,1972186.53,Transfer,success,Investasi,1566765277584161
TXN_000751,2026-03-05 17:29:26.435864,MULE_0009,5705964016582029,MULE_0001,,7157361.29,Transfer,success,Transfer,9010432898614341
TXN_000328,2026-03-05 17:33:26.435864,USER_0004,9310341316475255,USER_0063,4005045562386922,3190263.88,Purchase,success,,
TXN_000674,2026-03-05 17:34:26.435864,USER_0054,8742967175655125,MULE_0009,,1087441.02,Transfer,success,Kerjasama,5705964016582029
TXN_000334,2026-03-05 17:46:26.435864,USER_0045,6855744431351823,USER_0071,1382675869261796,3091674.71,Purchase,success,Belanja,
TXN_000130,2026-03-05 18:01:26.435864,USER_0023,1280598262045053,USER_0001,1043321819600133,1295913.7,Transfer,success,Belanja,
TXN_000281,2026-03-05 18:57:26.435864,USER_0053,9065940139904902,USER_0004,9310341316475255,3935139.04,Payment,success,Hutang,
TXN_000660,2026-03-05 19:04:26.435864,MULE_0013,5518844225831323,MULE_0006,,6094192.11,Transfer,success,Transfer,3054868740345054
TXN_000552,2026-03-05 19:21:26.435864,USER_0059,0449972787558867,MULE_0005,,1564892.34,Transfer,success,,2058527722170430
TXN_000711,2026-03-05 19:32:26.435864,USER_0055,7468071545168087,MULE_0004,,1003135.29,Transfer,success,Investasi,8067065405153195
TXN_000178,2026-03-05 20:14:26.435864,USER_0029,2994680443699577,USER_0072,0537735158506431,3180389.81,Purchase,success,Belanja,
TXN_000166,2026-03-05 20:43:26.435864,USER_0014,5667010651333872,USER_0095,6850542357332214,2848719.11,Transfer,success,Hutang,
TXN_000280,2026-03-05 21:44:26.435864,USER_0087,1605297516136968,USER_0024,1586923226025634,177391.68,Transfer,success,,
TXN_000329,2026-03-05 22:10:26.435864,USER_0039,7193745299124190,USER_0063,4005045562386922,643088.89,Purchase,success,Hutang,
TXN_000113,2026-03-05 23:40:26.435864,USER_0010,7015430391171822,USER_0008,6697848018451462,4624588.37,Purchase,success,,
TXN_000134,2026-03-06 01:49:26.435864,USER_0020,8384251354278498,USER_0067,9421047095214562,4824644.38,Payment,success,Belanja,
TXN_000431,2026-03-06 02:00:26.435864,USER_0022,4016400524278680,USER_0021,8412411824493534,684664.98,Purchase,success,Hutang,
TXN_000366,2026-03-06 03:20:26.435864,USER_0028,1595148465648236,USER_0035,0366909670546688,3397663.06,Payment,success,,
TXN_000362,2026-03-06 06:45:26.435864,USER_0075,0240268117758917,USER_0035,0366909670546688,4443589.94,Payment,failed,Hutang,
TXN_000015,2026-03-06 08:07:26.435864,USER_0054,8742967175655125,USER_0012,3150983930103105,2518860.56,Payment,success,,
TXN_000248,2026-03-06 09:28:26.435864,USER_0031,3791769367632016,USER_0037,1627204653755646,2449163.45,Purchase,success,Belanja,
TXN_000405,2026-03-06 10:13:26.435864,USER_0030,3872148951343320,USER_0034,5581223623166587,1822523.66,Purchase,success,Pembayaran,
TXN_000046,2026-03-06 11:50:26.435864,USER_0041,1850671657262849,USER_0006,6413953767242388,3791759.74,Payment,success,,
TXN_000008,2026-03-06 12:12:26.435864,USER_0063,4005045562386922,USER_0007,9696532871012269,1483874.7,Payment,success,Belanja,
TXN_000787,2026-03-06 14:31:26.435864,USER_0029,2994680443699577,MULE_0001,,219686.0,Transfer,success,Investasi,9010432898614341
TXN_000514,2026-03-06 14:44:26.435864,USER_0084,6438156149784036,MULE_0004,,509387.92,Transfer,success,Investasi,8067065405153195
TXN_000496,2026-03-06 14:50:26.435864,USER_0006,6413953767242388,MULE_0015,,1517696.89,Transfer,success,,6691251778528922
TXN_000671,2026-03-06 15:22:26.435864,USER_0076,9084700766177115,MULE_0012,,1185597.44,Transfer,success,Transfer,1447394731217271
TXN_000615,2026-03-06 15:54:26.435864,MULE_0014,7058957829114678,CRIMINAL_BOSS,,9107382.72,Transfer,success,,MASTER_6698490277038430
TXN_000712,2026-03-06 16:03:26.435864,USER_0073,1390053293183933,MULE_0002,,1559088.88,Transfer,success,,0369711798089324
TXN_000644,2026-03-06 16:06:26.435864,USER_0077,1249985698478961,MULE_0006,,1510688.92,Transfer,success,Transfer,3054868740345054
TXN_000577,2026-03-06 16:24:26.435864,USER_0096,8880592962229270,MULE_0012,,1446024.19,Transfer,success,Investasi,1447394731217271
TXN_000312,2026-03-06 16:33:26.435864,USER_0069,8516048175496513,USER_0042,7694531473799650,3912503.14,Purchase,failed,Pembayaran,
TXN_000621,2026-03-06 17:59:26.435864,MULE_0004,8067065405153195,MULE_0001,,2850225.33,Transfer,success,Transfer,9010432898614341
TXN_000487,2026-03-06 17:59:26.435864,USER_0064,1969379237474074,MULE_0013,,1061852.38,Transfer,success,Transfer,5518844225831323
TXN_000503,2026-03-06 18:03:26.435864,USER_0044,7837770143634957,MULE_0008,,904034.15,Transfer,success,Transfer,6928451154479627
TXN_000740,2026-03-06 18:07:26.435864,MULE_0009,5705964016582029,MULE_0012,,7436761.96,Transfer,success,Transfer,1447394731217271
TXN_000465,2026-03-06 18:43:26.435864,USER_0023,1280598262045053,USER_0094,5192546291486528,2437092.63,Transfer,success,,
TXN_000620,2026-03-06 19:13:26.435864,MULE_0007,1566765277584161,CRIMINAL_BOSS,,2270965.18,Transfer,success,,MASTER_6698490277038430
TXN_000107,2026-03-06 19:53:26.435864,USER_0094,5192546291486528,USER_0075,0240268117758917,1000063.68,Purchase,success,Hutang,
TXN_000087,2026-03-06 20:02:26.435864,USER_0042,7694531473799650,USER_0028,1595148465648236,1252149.65,Transfer,success,,
TXN_000229,2026-03-06 20:18:26.435864,USER_0038,1708053100330923,USER_0021,8412411824493534,4108816.31,Transfer,success,,
TXN_000034,2026-03-06 22:13:26.435864,USER_0028,1595148465648236,USER_0049,9993867749649909,1658995.2,Purchase,success,Belanja,
TXN_000226,2026-03-06 23:04:26.435864,USER_0091,5411998679807935,USER_0100,3615305152204727,2485542.94,Transfer,success,Pembayaran,
TXN_000385,2026-03-07 04:04:26.435864,USER_0077,1249985698478961,USER_0040,9663193149190586,4898528.76,Purchase,success,Hutang,
TXN_000024,2026-03-07 05:47:26.435864,USER_0050,3341232812067974,USER_0016,3602606474687234,3050989.59,Purchase,success,,
TXN_000149,2026-03-07 07:00:26.435864,USER_0081,1493689980940244,USER_0086,8851606071596966,2407004.53,Payment,success,Belanja,
TXN_000211,2026-03-07 08:28:26.435864,USER_0009,0482814893252880,USER_0049,9993867749649909,4121409.02,Payment,success,Pembayaran,
TXN_000390,2026-03-07 09:22:26.435864,USER_0054,8742967175655125,USER_0004,9310341316475255,3202543.3,Purchase,success,Hutang,
TXN_000288,2026-03-07 10:35:26.435864,USER_0097,5379473834735977,USER_0029,2994680443699577,2608246.11,Purchase,success,,
TXN_000157,2026-03-07 11:58:26.435864,USER_0072,0537735158506431,USER_0071,1382675869261796,3005005.6,Purchase,success,,
TXN_000190,2026-03-07 13:06:26.435864,USER_0064,1969379237474074,USER_0065,1759464743671369,95970.39,Purchase,success,,
TXN_000645,2026-03-07 14:03:26.435864,USER_0022,4016400524278680,MULE_0009,,1767757.24,Transfer,success,,5705964016582029
TXN_000106,2026-03-07 14:21:26.435864,USER_0033,8727743487347143,USER_0014,5667010651333872,2181337.38,Transfer,success,,
